id,home_team_id,away_team_id,location_id,match_type,competition,winning_team_id,home_team_score,away_team_score,match_date
5070,49,21,490,,International Friendly,,1,1,2014-05-17
5071,52,21,,,International Friendly,52,2,0,2008-12-19
5072,54,21,178,,Bolivarian Games,54,2,1,1954-12-10
5073,21,54,336,,International Friendly,21,6,0,2000-06-25
5074,21,54,2019,,International Friendly,,0,0,2000-08-11
5075,21,54,1326,,International Friendly,21,2,0,2005-01-26
5076,21,54,404,,International Friendly,21,2,0,2005-01-27
5077,21,54,342,,International Friendly,21,2,0,2005-01-29
5078,54,21,1019,,International Friendly,,1,1,2015-06-03
5079,55,21,1763,,Copa America,55,3,1,1939-02-12
5080,21,55,1419,,Copa America,55,0,4,1947-12-29
5081,55,21,1763,,Copa America,,0,0,1953-03-04
5082,21,55,1214,,Copa America,21,3,1,1959-12-25
5083,21,55,2019,,Copa America,,2,2,1966-12-22
5084,55,21,1515,,Copa America,55,3,1,1966-12-29
5085,21,55,1214,,Copa America,,2,2,1975-07-24
5086,55,21,1392,,Copa America,55,3,1,1975-08-10
5087,55,21,1515,,International Friendly,55,2,0,1977-01-09
5088,21,55,404,,International Friendly,21,2,1,1977-02-13
5089,55,21,1392,,Copa America,55,2,0,1979-09-13
5090,21,55,1214,,FIFA World Cup,21,1,0,1981-05-17
5091,55,21,2296,,FIFA World Cup,55,3,1,1981-05-31
5092,55,21,1174,,South American Games,,1,1,1986-12-03
5093,21,55,2460,,International Friendly,55,1,5,1988-09-07
5094,21,55,2460,,FIFA World Cup,21,3,1,1989-09-24
5095,55,21,1515,,International Friendly,55,1,0,1995-07-03
5096,55,21,352,,Copa America,21,0,2,1997-06-14
5097,21,55,190,,International Friendly,21,1,0,2005-05-04
5098,56,21,1372,,Bolivarian Games,56,9,1,1938-08-11
5099,56,21,1589,,Copa America,56,2,1,1942-01-28
5100,56,21,486,,Copa America,56,4,0,1949-04-20
5101,56,21,1763,,Copa America,56,1,0,1953-02-28
5102,56,21,178,,Bolivarian Games,56,2,0,1954-12-15
5103,21,56,404,,International Friendly,21,6,0,1975-06-22
5104,21,56,2019,,International Friendly,21,1,0,1975-06-25
5105,56,21,565,,International Friendly,56,2,0,1975-07-01
5106,21,56,336,,FIFA World Cup,,1,1,1977-02-20
5107,56,21,1763,,FIFA World Cup,56,4,0,1977-03-12
5108,56,21,565,,International Friendly,56,2,1,1979-07-11
5109,56,21,565,,International Friendly,,0,0,1986-11-18
5110,56,21,565,,International Friendly,,1,1,1986-11-20
5111,56,21,565,,International Friendly,21,0,1,1987-04-15
5112,56,21,1169,,Copa America,,1,1,1987-07-04
5113,56,21,2094,,Soccer Bowl,56,2,1,1989-06-20
5114,21,56,1915,,International Friendly,,0,0,1994-09-21
5115,21,56,1010,,International Friendly,56,1,2,1999-02-18
5116,21,56,440,,International Friendly,56,1,2,2007-06-03
5117,57,21,1321,,Independence,57,3,0,1972-06-11
5118,21,58,1014,,Independence,58,2,3,1972-06-18
5119,58,21,2162,,International Friendly,,1,1,2007-05-24
5120,21,59,2019,,International Friendly,59,1,3,1984-01-22
5121,62,21,2104,,Kirin Japan Cup,62,2,1,1995-05-24
5122,65,21,333,,International Friendly,,0,0,2002-04-18
5123,71,21,2098,,International Friendly,21,0,1,2002-02-12
5124,74,21,,,Copa America,74,6,0,1941-02-09
5125,74,21,1589,,Copa America,74,7,0,1942-01-18
5126,74,21,,,Copa America,74,5,1,1945-01-24
5127,21,74,1419,,Copa America,74,1,6,1947-12-16
5128,74,21,486,,Copa America,74,3,2,1949-04-13
5129,74,21,1763,,Copa America,74,6,0,1953-03-23
5130,21,74,,,Copa America,74,1,5,1955-03-23
5131,74,21,1763,,Copa America,74,5,2,1957-03-07
5132,21,74,1214,,FIFA World Cup,74,0,2,1969-07-06
5133,21,74,404,,FIFA World Cup,74,1,2,1973-07-01
5134,74,21,1589,,FIFA World Cup,74,4,0,1973-07-08
5135,21,74,2019,,International Friendly,,2,2,1976-09-24
5136,21,74,404,,International Friendly,,2,2,1976-10-20
5137,74,21,1589,,International Friendly,,1,1,1977-01-04
5138,21,74,1298,,Copa America,21,2,1,1979-09-05
5139,74,21,1589,,Copa America,74,2,1,1979-09-17
5140,74,21,1515,,Copa Boqueron,74,2,1,1988-09-27
5141,74,21,1589,,International Friendly,74,3,1,1989-05-03
5142,21,74,336,,International Friendly,,1,1,1989-05-23
5143,74,21,1110,,Copa America,21,0,1,1989-07-02
5144,21,74,1515,,Copa Boqueron,74,1,2,1990-09-27
5145,74,21,1135,,International Friendly,74,3,1,1992-07-04
5146,21,74,336,,Copa America,21,2,1,1993-06-22
5147,74,21,1589,,International Friendly,,0,0,1999-10-12
5148,75,21,2277,,International Friendly,,0,0,1984-11-30
5149,75,21,1247,,International Friendly,,2,2,1984-12-02
5150,75,21,1324,,Clasico Tournament,21,0,1,1988-06-07
5151,75,21,1094,,Clasico Tournament,21,0,2,1988-06-10
5152,75,21,1778,,Clasico Tournament,,0,0,1988-06-12
5153,21,75,336,,Copa America,21,2,0,1993-06-19
5154,75,21,1663,,International Friendly,21,0,1,1997-08-07
5155,75,21,242,,International Friendly,75,1,0,2002-03-10
5156,75,21,1603,,International Friendly,75,1,0,2016-05-25
5157,75,21,1030,,Copa America,75,2,1,2016-06-16
5158,21,77,1372,,Bolivarian Games,21,5,2,1938-08-15
5159,77,21,178,,Bolivarian Games,77,4,1,1954-12-18
5160,21,77,404,,International Friendly,21,2,1,1966-01-31
5161,77,21,2383,,International Friendly,77,1,0,1977-01-20
5162,21,77,336,,Copa America,21,6,1,1993-06-15
5163,77,21,577,,International Friendly,21,0,1,1996-02-02
5164,77,21,685,,International Friendly,77,3,2,1999-06-15
5165,21,77,1946,,Copa America,21,4,0,2001-07-17
5166,77,21,178,,International Friendly,,0,0,2002-10-09
5167,77,21,178,,International Friendly,77,2,0,2002-10-20
5168,77,21,685,,FIFA World Cup,77,3,1,2004-10-14
5169,21,77,191,,International Friendly,21,3,1,2005-08-18
5170,21,79,190,,International Friendly,21,1,0,2002-05-08
5171,21,80,417,,Korea Cup,21,1,0,1995-06-12
5172,1,22,796,,"Arab Cup, Damascus",22,1,3,1974-10-01
5173,1,22,415,,Mediterranean Games,1,1,0,1975-08-29
5174,22,11,1833,,A v B,22,2,1,1966-02-27
5175,22,11,2188,,A v Under-21,22,1,0,1986-12-28
5176,11,22,666,,OT v A,11,4,1,1989-08-02
5177,11,22,163,,OT v A,11,1,0,1989-08-04
5178,22,15,2088,,Cup of Ancient Civilisations,,0,0,2001-01-17
5179,22,20,564,,Kings Cup,22,2,0,1998-01-29
5180,22,25,1628,,International Friendly,,3,3,2001-03-19
5181,22,26,1226,,International Friendly,22,2,1,1989-01-11
5182,22,26,1628,,International Friendly,22,2,1,1989-01-13
5183,22,27,278,,Mediterranean Cup,,0,0,1953-10-22
5184,22,27,278,,Mediterranean Games,22,6,2,1955-05-31
5185,27,22,415,,Mediterranean Games,27,2,0,1975-08-26
5186,22,27,1261,,Mediterranean Games,,0,0,1983-09-17
5187,22,28,278,,International Friendly,22,2,1,1958-12-28
5188,29,22,611,,Africa Cup of Nations,,1,1,1970-02-09
5189,29,22,1724,,African Games,22,1,2,1973-01-16
5190,22,29,2302,,Africa Cup of Nations,29,0,1,1992-01-17
5191,29,22,2349,,International Friendly,,0,0,1993-12-29
5192,29,22,2349,,International Friendly,29,2,1,1993-12-31
5193,22,29,278,,Tournament Cair,22,2,0,1994-08-23
5194,22,29,278,,International Friendly,29,1,2,1995-12-29
5195,29,22,2349,,International Friendly,22,0,2,1996-05-26
5196,22,29,278,,International Friendly,22,3,2,1997-12-03
5197,22,29,278,,International Friendly,22,2,1,1999-11-12
5198,22,29,278,,International Friendly,22,2,0,2000-06-17
5199,22,29,149,,International Friendly,,0,0,2002-12-22
5200,29,22,,,International Friendly,29,3,0,2013-01-10
5201,22,30,278,,International Friendly,22,3,1,1936-06-19
5202,30,22,1511,,Mediterranean Cup,22,1,3,1949-05-18
5203,22,30,278,,Mediterranean Cup,22,2,0,1950-02-17
5204,22,30,1833,,Mediterranean Games,30,0,2,1951-10-18
5205,30,22,1511,,*,,2,2,1952-11-28
5206,30,22,1511,,Mediterranean Cup,,1,1,1954-11-07
5207,22,30,278,,Mediterranean Cup,,1,1,1955-01-21
5208,30,22,1511,,International Friendly,30,4,1,1968-11-21
5209,22,30,164,,Mediterranean Games,,0,0,1971-09-30
5210,30,22,415,,Mediterranean Games,22,2,5,1975-08-31
5211,30,22,1511,,International Friendly,30,6,1,1990-10-10
5212,22,35,278,,International Friendly,,0,0,1932-02-19
5213,22,35,278,,International Friendly,35,0,3,1954-02-12
5214,22,35,278,,International Friendly,35,0,2,1961-02-17
5215,22,35,1833,,*,35,2,5,1961-02-19
5216,22,35,278,,International Friendly,22,1,0,1983-01-21
5217,22,35,278,,International Friendly,35,0,2,1983-01-23
5218,35,22,1955,,OLY v A,22,0,1,1989-10-24
5219,35,22,2004,,OT v A,22,0,1,1989-10-29
5220,37,22,2088,,LG Cup Four Nations Tournament (Tehran),,1,1,2000-06-07
5221,38,22,2403,,International Friendly,22,1,3,1972-01-13
5222,38,22,610,,International Friendly,22,0,1,1975-12-28
5223,22,38,278,,International Friendly,38,1,2,1984-02-27
5224,22,38,21,,Bahrain Tournament,22,2,0,2003-12-18
5225,22,38,,,International Friendly,,0,0,2012-04-17
5226,38,22,,,International Friendly,38,2,1,2012-06-27
5227,22,40,278,,Mediterranean Cup,22,3,0,1951-11-11
5228,40,22,2216,,Mediterranean Cup,40,6,1,1952-10-26
5229,22,40,1628,,FIFA World Cup,40,1,2,1953-11-13
5230,40,22,188,,FIFA World Cup,40,5,1,1954-01-24
5231,22,40,278,,Mediterranean Cup,40,0,1,1955-12-16
5232,40,22,2123,,Mediterranean Cup,22,0,1,1957-05-12
5233,22,41,812,,Africa Cup of Nations,22,3,1,1970-02-16
5234,22,41,1354,,Africa Cup of Nations,22,2,0,1974-03-06
5235,41,22,1724,,Africa Cup of Nations,22,1,2,1980-03-08
5236,41,22,1413,,Africa Cup of Nations,22,1,2,1984-03-07
5237,41,22,2054,,International Friendly,22,0,1,1985-01-31
5238,22,41,278,,Africa Cup of Nations,22,2,0,1986-03-10
5239,41,22,1899,,African Games,22,1,2,1987-08-04
5240,41,22,415,,Africa Cup of Nations,41,3,1,1990-03-02
5241,41,22,2054,,International Friendly,41,2,0,1992-07-25
5242,41,22,1045,,Africa Cup of Nations,,0,0,1998-02-21
5243,22,41,278,,International Friendly,,0,0,1998-09-16
5244,41,22,2054,,Africa Cup of Nations,,2,2,2001-06-17
5245,22,41,,,Africa Cup of Nations,22,3,1,2006-01-28
5246,22,41,,,Africa Cup of Nations,,0,0,2006-02-10
5247,41,22,,,International Friendly,41,4,2,2013-01-14
5248,22,43,278,,OT,,0,0,1983-02-20
5249,43,22,1448,,International Friendly,43,1,0,1998-10-28
5250,22,44,149,,International Friendly,22,1,0,2001-01-23
5251,22,45,1683,,Afro-Asian Cup of Nations,,1,1,1988-01-06
5252,45,22,1573,,International Friendly,22,0,1,1989-09-16
5253,22,45,950,,International Friendly,,0,0,1990-02-18
5254,45,22,1573,,Presidents Cup,,0,0,1991-06-07
5255,45,22,1573,,Presidents Cup,22,0,1,1993-06-28
5256,45,22,708,,Friendship Tounament (UAE),,1,1,1996-03-25
5257,45,22,564,,Kings Cup,45,2,0,1998-01-27
5258,45,22,564,,Kings Cup,,1,1,1998-01-31
5259,45,22,417,,International Friendly,22,0,1,2005-02-04
5260,46,22,2330,,International Friendly,22,0,10,1924-06-04
5261,47,22,660,,Tour Nouvel An Chinois,47,3,0,1999-02-19
5262,47,22,426,,Korea Cup,47,2,0,1999-06-18
5263,48,22,1261,,Africa Cup of Nations,48,3,0,1971-03-14
5264,22,48,278,,Africa Cup of Nations,22,3,2,1971-04-18
5265,48,22,164,,Mediterranean Games,48,1,0,1971-09-30
5266,48,22,1765,,Africa Cup of Nations,48,2,1,1976-03-09
5267,22,48,1724,,Africa Cup of Nations,48,0,2,1980-03-21
5268,48,22,1080,,FIFA World Cup,48,1,0,1981-04-26
5269,22,48,1354,,FIFA World Cup,,0,0,1981-05-08
5270,48,22,1261,,Mediterranean Games,48,2,1,1983-09-15
5271,22,48,1711,,Friendship Tounament (UAE),,1,1,1994-02-02
5272,48,22,1056,,International Friendly,,0,0,1995-05-17
5273,48,22,708,,Friendship Tounament (UAE),48,2,0,1996-03-20
5274,48,22,1028,,Africa Cup of Nations,48,1,0,1998-02-17
5275,48,22,1476,,FIFA World Cup,48,1,0,2001-06-30
5276,22,48,,,Africa Cup of Nations,,0,0,2006-01-24
5277,49,22,1216,,International Friendly,22,1,2,1928-06-14
5278,22,50,1726,,International Friendly,,1,1,1999-07-10
5279,22,50,394,,International Friendly,22,1,0,1999-07-15
5280,52,22,,,International Friendly,22,0,1,2009-05-30
5281,22,53,1809,,FIFA World Cup,22,7,1,1934-03-16
5282,53,22,257,,FIFA World Cup,22,1,4,1934-04-06
5283,22,57,1628,,International Friendly,57,0,4,1955-12-23
5284,22,59,278,,A v Under-23,59,5,7,1964-09-23
5285,22,59,278,,A v Under-21,22,2,1,1980-02-08
5286,22,59,870,,International Friendly,,2,2,1986-02-28
5287,22,59,870,,International Friendly,59,0,1,1986-03-02
5288,59,22,2291,,International Friendly,59,1,0,1990-05-21
5289,22,59,278,,International Friendly,22,3,1,1991-12-21
5290,22,59,1853,,International Friendly,,1,1,1991-12-24
5291,22,59,278,,A v B,22,3,1,1996-12-20
5292,22,61,1261,,Pan Arab Games,22,13,0,1961-09-03
5293,61,22,664,,International Friendly,22,0,1,1974-02-20
5294,61,22,610,,International Friendly,22,1,2,1975-12-23
5295,61,22,664,,International Friendly,22,0,2,1975-12-27
5296,22,61,1716,,Arab Cup,22,3,2,1992-09-18
5297,61,22,121,,International Friendly,22,0,1,2005-03-14
5298,62,22,1193,,International Friendly,22,1,3,1990-05-16
5299,22,64,1711,,Friendship Tounament (UAE),22,1,0,1994-02-04
5300,65,22,1992,,Simba Cup,65,2,0,1995-11-24
5301,65,22,659,,Africa Cup of Nations,22,0,1,1996-01-24
5302,65,22,1986,,Africa Cup of Nations,22,0,2,1998-02-28
5303,65,22,659,,International Friendly,65,2,1,1998-12-16
5304,22,65,,,International Friendly,65,1,2,2006-01-14
5305,66,22,1837,,Mediterranean Games,,1,1,1955-06-21
5306,66,22,787,,Mediterranean Cup,66,5,1,1955-11-27
5307,22,66,1628,,Mediterranean Cup,66,0,1,1957-03-08
5308,66,22,1256,,Mediterranean Games,,1,1,1963-09-18
5309,66,22,1063,,International Friendly,66,2,0,2006-06-03
5310,67,22,272,,International Friendly,67,5,0,1924-06-29
5311,22,68,278,,International Friendly,68,1,3,1988-12-14
5312,22,70,1354,,FIFA World Cup,22,2,1,1972-12-08
5313,70,22,388,,FIFA World Cup,70,2,0,1972-12-17
5314,70,22,1738,,Palestine Cup,70,1,0,1973-08-15
5315,70,22,796,,"Arab Cup, Damascus",70,2,0,1974-09-28
5316,22,70,278,,Africa Cup of Nations,,2,2,1977-03-13
5317,70,22,610,,Africa Cup of Nations,70,3,2,1977-03-20
5318,22,70,59,,FIFA World Cup,22,3,2,1977-11-25
5319,70,22,388,,FIFA World Cup,70,4,1,1977-12-11
5320,22,70,278,,*,22,1,0,1984-01-19
5321,22,70,278,,International Friendly,22,1,0,1989-05-29
5322,70,22,388,,International Friendly,22,0,4,1989-11-07
5323,70,22,388,,Africa Cup of Nations,,2,2,1991-04-14
5324,22,70,1628,,Africa Cup of Nations,,2,2,1991-07-26
5325,70,22,388,,Tunis Tournament,70,2,0,1993-11-07
5326,70,22,2307,,International Friendly,70,2,0,1995-01-02
5327,22,70,1853,,International Friendly,22,1,0,1995-04-14
5328,22,70,149,,International Friendly,22,2,1,1996-01-08
5329,22,70,449,,Africa Cup of Nations,70,0,1,2000-02-07
5330,71,22,1511,,Mediterranean Cup,71,3,2,1949-05-13
5331,22,71,278,,Mediterranean Cup,22,3,0,1950-12-08
5332,22,71,278,,Akdeniz Cup,71,0,4,1957-04-05
5333,71,22,436,,Mediterranean Games,71,3,1,1963-09-27
5334,71,22,164,,Mediterranean Games,71,1,0,1971-10-15
5335,22,71,278,,International Friendly,22,1,0,1984-01-21
5336,73,22,,,International Friendly,22,1,2,1988-02-23
5337,73,22,,,International Friendly,,1,1,1988-02-26
5338,73,22,2400,,International Friendly,22,1,2,1990-01-25
5339,73,22,2400,,International Friendly,73,1,0,1990-01-31
5340,22,73,708,,Friendship Tounament (UAE),,0,0,1996-03-22
5341,22,73,278,,International Friendly,22,2,1,2001-01-06
5342,73,22,2265,,International Friendly,22,1,2,2002-12-16
5343,22,75,417,,Presidents Cup,22,3,1,1987-06-08
5344,75,22,,,B v A,75,4,3,1999-07-20
5345,22,60,278,,A v OT,60,1,2,1988-02-20
5346,79,22,2346,,International Friendly,79,5,0,1952-11-02
5347,22,79,1628,,International Friendly,79,1,3,1953-01-16
5348,22,79,1833,,A v XI,,3,3,1953-01-18
5349,22,79,1785,,International Friendly,79,0,1,1960-01-08
5350,22,79,1785,,A v XI,,0,0,1960-01-10
5351,79,22,164,,Mediterranean Games,,1,1,1971-10-10
5352,79,22,415,,Mediterranean Games,79,2,0,1975-09-05
5353,22,80,1354,,Africa Cup of Nations,22,3,1,1974-03-04
5354,22,80,59,,FIFA World Cup,22,2,0,1977-07-15
5355,80,22,2425,,FIFA World Cup,,0,0,1977-07-31
5356,22,80,278,,International Friendly,80,3,5,1982-10-01
5357,22,80,278,,International Friendly,,0,0,1982-10-03
5358,80,22,2425,,International Friendly,80,2,1,1988-12-18
5359,80,22,2425,,International Friendly,22,1,2,1988-12-20
5360,80,22,741,,International Friendly,80,1,0,1993-01-13
5361,22,80,278,,Tournament Cair,80,0,4,1994-08-27
5362,22,80,1028,,Africa Cup of Nations,22,4,0,1998-02-13
5363,22,80,449,,Africa Cup of Nations,22,2,0,2000-01-23
5364,22,80,278,,International Friendly,22,3,1,2001-01-09
5365,80,22,,,International Friendly,,0,0,2003-03-10
5366,24,2,1240,,International Friendly,,2,2,1974-05-22
5367,2,24,752,,International Friendly,,1,1,1977-06-12
5368,24,5,1240,,International Friendly,24,7,0,1973-09-26
5369,7,24,295,,International Friendly,24,1,3,1970-02-25
5370,24,10,1307,,FIFA World Cup,10,0,1,1970-06-07
5371,10,24,1564,,Bi-Centenary,10,1,0,1976-05-23
5372,10,24,2154,,International Friendly,,0,0,1977-06-08
5373,24,10,1240,,International Friendly,,1,1,1978-04-19
5374,11,24,131,,International Friendly,24,0,1,1974-06-01
5375,15,24,876,,International Friendly,24,0,3,1996-05-23
5376,16,24,277,,International Friendly,24,0,4,1970-05-20
5377,19,24,1307,,FIFA World Cup,24,0,1,1970-06-11
5378,19,24,1300,,International Friendly,,1,1,1973-05-27
5379,24,19,1240,,UEFA European Championship,24,3,0,1974-10-30
5380,19,24,424,,UEFA European Championship,19,2,1,1975-10-30
5381,21,24,336,,International Friendly,24,0,2,1970-05-24
5382,25,24,1697,,UEFA European Championship,24,0,1,2014-10-12
5383,24,25,1240,,UEFA European Championship,24,2,0,2015-10-09
5384,26,24,425,,International Friendly,24,0,8,1937-05-20
5385,26,24,2006,,International Friendly,24,0,3,1966-06-26
5386,26,24,2006,,FIFA World Cup,24,1,4,1976-06-13
5387,24,26,1240,,FIFA World Cup,24,2,1,1976-10-13
5388,26,24,2006,,International Friendly,24,1,4,1982-06-03
5389,26,24,2006,,FIFA World Cup,,1,1,1985-05-22
5390,27,24,1103,,International Friendly,24,1,4,1923-05-10
5391,27,24,1103,,International Friendly,24,1,3,1924-05-17
5392,27,24,1969,,International Friendly,24,1,5,1928-05-17
5393,27,24,1969,,International Friendly,24,1,4,1929-05-09
5394,27,24,1969,,International Friendly,27,5,2,1931-05-14
5395,24,27,2388,,International Friendly,24,4,1,1933-12-06
5396,27,24,910,,International Friendly,24,2,4,1938-05-26
5397,24,27,1400,,International Friendly,24,3,0,1947-05-03
5398,24,27,1400,,International Friendly,,2,2,1951-10-03
5399,24,27,1240,,International Friendly,24,4,0,1957-11-27
5400,24,27,2370,,UEFA European Championship,,1,1,1962-10-03
5401,27,24,910,,UEFA European Championship,27,5,2,1963-02-27
5402,24,27,1240,,International Friendly,24,5,0,1969-03-12
5403,24,27,1240,,International Friendly,24,2,0,1992-02-19
5404,27,24,2461,,Tournoi de France,24,0,1,1997-06-07
5405,27,24,1002,,UEFA European Championship,27,2,1,2004-06-13
5406,27,24,1753,,UEFA European Championship,,1,1,2012-06-11
5407,28,24,1526,,International Friendly,,3,3,1930-05-10
5408,24,28,2388,,International Friendly,24,3,0,1935-12-04
5409,28,24,948,,International Friendly,24,3,6,1938-05-14
5410,24,28,1240,,International Friendly,24,3,1,1954-12-01
5411,28,24,948,,International Friendly,24,1,3,1956-05-26
5412,28,24,2241,,International Friendly,24,0,1,1965-05-12
5413,24,28,1240,,International Friendly,24,1,0,1966-02-23
5414,24,28,1240,,FIFA World Cup,24,4,2,1966-07-30
5415,28,24,906,,International Friendly,28,1,0,1968-06-01
5416,28,24,1540,,FIFA World Cup,28,3,2,1970-06-14
5417,24,28,1240,,UEFA European Championship,28,1,3,1972-04-29
5418,28,24,948,,UEFA European Championship,,0,0,1972-05-13
5419,24,28,1240,,International Friendly,24,2,0,1975-03-12
5420,28,24,2008,,International Friendly,28,2,1,1978-02-22
5421,24,28,541,,City Tournament,24,3,0,1985-06-12
5422,28,24,1067,,FIFA World Cup,,1,1,1990-07-04
5423,24,28,1240,,UEFA European Championship,,1,1,1996-06-26
5424,24,30,1240,,UEFA European Championship,24,3,0,1971-04-21
5425,30,24,1743,,UEFA European Championship,24,0,2,1971-12-01
5426,24,30,1240,,UEFA European Championship,,0,0,1983-03-30
5427,24,30,1240,,International Friendly,24,5,0,1994-05-17
5428,35,24,382,,International Friendly,24,0,7,1908-06-10
5429,35,24,382,,International Friendly,24,2,4,1909-05-29
5430,35,24,382,,International Friendly,24,2,8,1909-05-31
5431,35,24,99,,International Friendly,35,2,1,1934-05-10
5432,24,35,1400,,International Friendly,24,6,2,1936-12-02
5433,24,35,1240,,International Friendly,35,3,6,1953-11-25
5434,35,24,879,,International Friendly,35,7,1,1954-05-23
5435,24,35,1240,,International Friendly,24,1,0,1965-05-05
5436,24,35,1240,,International Friendly,24,4,1,1978-05-24
5437,35,24,1955,,FIFA World Cup,24,1,3,1981-06-06
5438,35,24,1955,,International Friendly,24,0,1,1992-05-12
5439,24,35,1240,,International Friendly,24,3,0,1996-05-18
5440,24,35,2260,,International Friendly,24,3,1,2006-05-30
5441,36,24,1882,,International Friendly,,1,1,1982-06-02
5442,24,36,1754,,UEFA European Championship,36,1,2,2016-06-27
5443,39,24,1161,,International Friendly,,0,0,1988-02-17
5444,40,24,1434,,International Friendly,,1,1,1933-05-13
5445,24,40,1400,,International Friendly,24,3,2,1934-11-14
5446,40,24,188,,International Friendly,,2,2,1939-05-13
5447,40,24,2026,,International Friendly,24,0,4,1948-05-16
5448,24,40,2388,,International Friendly,24,2,0,1949-11-30
5449,40,24,2341,,International Friendly,,1,1,1952-05-18
5450,24,40,1240,,International Friendly,,2,2,1959-05-06
5451,40,24,803,,International Friendly,24,2,3,1961-05-24
5452,40,24,103,,International Friendly,40,2,0,1973-06-14
5453,24,40,1240,,International Friendly,40,0,1,1973-11-14
5454,24,40,411,,Bi-Centenary,24,3,2,1976-05-28
5455,40,24,803,,FIFA World Cup,40,2,0,1976-11-17
5456,24,40,1240,,FIFA World Cup,24,2,0,1977-11-16
5457,40,24,541,,City Tournament,40,2,1,1985-06-06
5458,40,24,370,,FIFA World Cup,40,2,1,1990-07-07
5459,40,24,934,,Tournoi de France,24,0,2,1997-06-04
5460,24,40,1051,,UEFA European Championship,,0,0,2012-06-24
5461,24,43,1240,,Umbro Cup,24,2,1,1995-06-03
5462,43,24,1981,,International Friendly,24,1,2,2010-05-30
5463,45,24,901,,International Friendly,,1,1,2002-05-21
5464,46,24,1185,,UEFA European Championship,24,0,3,2015-10-12
5465,24,47,1240,,International Friendly,24,8,0,1961-05-10
5466,47,24,541,,International Friendly,,0,0,1969-06-01
5467,24,47,1564,,International Friendly,24,3,0,1986-05-17
5468,49,24,2459,,International Friendly,24,0,1,1935-05-18
5469,24,49,2069,,International Friendly,24,8,2,1946-11-27
5470,49,24,473,,International Friendly,,1,1,1964-12-09
5471,24,49,1240,,International Friendly,,0,0,1970-01-14
5472,24,49,1240,,International Friendly,49,0,2,1977-02-09
5473,24,49,1240,,International Friendly,24,2,0,1982-05-25
5474,50,24,1486,,International Friendly,24,0,1,1991-06-03
5475,51,24,104,,British Championships,24,0,2,1954-10-02
5476,24,51,1240,,British Championships,24,3,0,1955-11-02
5477,51,24,104,,British Championships,,1,1,1956-10-06
5478,24,51,1240,,British Championships,51,2,3,1957-11-06
5479,51,24,104,,British Championships,,3,3,1958-10-04
5480,24,51,1240,,British Championships,24,2,1,1959-11-18
5481,51,24,104,,British Championships,24,2,5,1960-10-08
5482,24,51,1240,,British Championships,,1,1,1961-11-22
5483,51,24,104,,British Championships,24,1,3,1962-10-20
5484,24,51,1240,,British Championships,24,8,3,1963-11-20
5485,51,24,104,,British Championships,24,3,4,1964-10-03
5486,51,24,104,,British Championships,24,1,3,1969-05-03
5487,24,51,1240,,British Championships,24,3,1,1970-04-21
5488,51,24,104,,British Championships,24,0,1,1971-05-15
5489,24,51,1240,,British Championships,51,0,1,1972-05-23
5490,51,24,1242,,British Championships,24,1,2,1973-05-12
5491,24,51,1240,,British Championships,24,1,0,1974-05-15
5492,51,24,104,,British Championships,,0,0,1975-05-17
5493,24,51,1240,,British Championships,24,4,0,1976-05-11
5494,51,24,104,,British Championships,24,1,2,1977-05-28
5495,24,51,1240,,British Championships,24,1,0,1978-05-16
5496,24,51,1240,,British Championships,,1,1,1980-05-20
5497,24,51,1240,,British Championships,24,4,0,1982-02-23
5498,51,24,104,,British Championships,,0,0,1983-05-28
5499,24,51,1240,,British Championships,24,1,0,1984-04-04
5500,51,24,104,,FIFA World Cup,24,0,1,1985-02-27
5501,56,24,2199,,International Friendly,56,4,1,1959-05-17
5502,56,24,1763,,International Friendly,24,0,4,1962-05-20
5503,57,24,1259,,International Friendly,24,0,10,1947-05-25
5504,24,57,1242,,International Friendly,24,5,2,1951-05-19
5505,57,24,916,,FIFA World Cup,,1,1,1961-05-21
5506,24,57,1240,,FIFA World Cup,24,2,0,1961-10-25
5507,24,57,1322,,Copa das Nacoes,,1,1,1964-06-04
5508,24,57,1240,,FIFA World Cup,24,2,1,1966-07-26
5509,24,57,1240,,International Friendly,24,1,0,1969-12-10
5510,57,24,1002,,International Friendly,,0,0,1974-04-03
5511,24,57,1240,,UEFA European Championship,,0,0,1974-11-20
5512,57,24,2149,,UEFA European Championship,,1,1,1975-11-19
5513,24,57,1240,,International Friendly,,1,1,1995-12-12
5514,57,24,1002,,UEFA European Championship,,2,2,2004-06-24
5515,24,57,1240,,International Friendly,24,1,0,2016-06-02
5516,58,24,1593,,International Friendly,24,0,1,1946-09-30
5517,24,58,1240,,FIFA World Cup,24,5,1,1957-05-08
5518,58,24,1593,,FIFA World Cup,,1,1,1957-05-19
5519,58,24,1593,,International Friendly,24,1,3,1964-05-24
5520,24,58,1240,,International Friendly,,1,1,1976-09-08
5521,24,58,1240,,UEFA European Championship,24,2,0,1980-02-06
5522,24,58,1240,,International Friendly,24,2,1,1985-03-26
5523,24,58,293,,FIFA World Cup,,1,1,1990-06-11
5524,59,24,580,,International Friendly,24,0,2,1939-05-24
5525,24,59,1240,,International Friendly,,1,1,1969-01-15
5526,24,59,1307,,FIFA World Cup,24,1,0,1970-06-02
5527,24,59,836,,UEFA European Championship,59,2,3,2000-06-20
