id,home_team_id,away_team_id,location_id,match_type,competition,winning_team_id,home_team_score,away_team_score,match_date
2054,6,10,21,,International Friendly,10,0,2,1979-11-09
2055,6,15,1297,,Lion City Cup,,1,1,1981-09-30
2056,15,6,1730,,Asian Games,15,5,1,1986-09-20
2057,15,6,1233,,AFC Asian Cup,15,1,0,1988-12-06
2058,15,6,44,,Asian Games,15,3,2,1994-10-06
2059,6,15,21,,Bahrain Tournament,,2,2,2002-12-12
2060,6,16,,,International Friendly,16,0,6,2015-03-26
2061,6,20,1844,,A v Under-21,20,1,5,1986-02-04
2062,6,20,21,,International Friendly,20,1,2,1990-02-12
2063,6,20,,,International Friendly,6,1,0,2008-01-30
2064,6,22,21,,Bahrain Tournament,22,0,1,2003-12-15
2065,6,24,1844,,A v Amateur,24,0,4,1968-11-14
2066,6,26,1844,,International Friendly,26,0,1,1979-02-09
2067,6,26,1844,,International Friendly,,0,0,1986-02-21
2068,6,26,1844,,International Friendly,26,0,4,1986-02-24
2069,6,26,21,,"Four Team Tournament, Bahrain",26,0,2,2002-01-04
2070,6,26,259,,International Friendly,26,1,2,2004-12-01
2071,34,6,538,,FIFA World Cup,34,2,1,1993-05-07
2072,6,34,426,,FIFA World Cup,6,3,0,1993-06-11
2073,34,6,,,AFC Asian Cup,6,1,3,2009-01-21
2074,6,34,,,AFC Asian Cup,6,4,0,2010-01-06
2075,6,36,21,,International Friendly,36,0,2,1986-03-15
2076,37,6,2088,,Asian Games,37,6,0,1974-09-07
2077,37,6,44,,Asian Games,,0,0,1994-10-04
2078,6,37,2300,,AFC Asian Cup,6,1,0,2000-04-04
2079,37,6,585,,AFC Asian Cup,37,3,0,2000-04-09
2080,37,6,585,,FIFA World Cup,,0,0,2001-09-14
2081,6,37,507,,FIFA World Cup,6,3,1,2001-10-21
2082,37,6,876,,AFC Asian Cup,37,4,2,2004-08-06
2083,6,37,,,International Friendly,6,1,0,2008-03-21
2084,6,37,,,International Friendly,6,4,2,2009-08-31
2085,37,6,,,International Friendly,37,3,0,2010-09-24
2086,37,6,707,,AFC Asian Cup,37,2,0,2015-01-11
2087,38,6,2403,,Arab Cup,38,10,1,1966-05-05
2088,38,6,1233,,Gulf Cup,38,4,1,1976-03-29
2089,38,6,2088,,Asian Games,38,3,0,1977-04-27
2090,38,6,2403,,Gulf Cup,38,4,0,1979-03-23
2091,38,6,1758,,FIFA World Cup,38,2,0,1981-03-25
2092,38,6,2400,,Gulf Cup,,0,0,1982-03-22
2093,6,38,2157,,Gulf Cup,38,0,1,1984-03-20
2094,6,38,1600,,Arab Cup,,1,1,1985-07-04
2095,38,6,1600,,Arab Cup,38,1,0,1985-07-12
2096,6,38,1844,,Gulf Cup,,0,0,1986-03-22
2097,38,6,409,,Gulf Cup,38,1,0,1988-03-18
2098,38,6,2131,,Gulf Cup,38,1,0,1990-02-26
2099,6,38,507,,FIFA World Cup,6,2,0,2001-08-23
2100,38,6,1820,,FIFA World Cup,38,1,0,2001-09-28
2101,6,38,1125,,International Friendly,,2,2,2002-11-23
2102,6,38,1301,,AFC Asian Cup,38,1,5,2003-10-08
2103,6,38,1365,,AFC Asian Cup,6,1,0,2003-10-24
2104,6,38,21,,Bahrain Tournament,,2,2,2003-12-12
2105,6,38,21,,International Friendly,,2,2,2005-08-07
2106,6,38,,,Gulf Cup,,1,1,2007-01-21
2107,6,38,,,Gulf Cup,6,3,1,2009-01-04
2108,6,38,,,Gulf Cup,38,2,3,2010-11-26
2109,6,38,,,International Friendly,6,3,0,2011-12-13
2110,6,38,,,Gulf Cup,,1,1,2013-01-15
2111,6,43,2439,,Asian Games,43,0,4,1978-12-13
2112,43,6,2423,,Asian Games,43,5,2,2002-10-01
2113,6,43,1852,,AFC Asian Cup,43,3,4,2004-08-03
2114,6,43,259,,FIFA World Cup,43,0,1,2005-06-03
2115,6,43,259,,AFC Asian Cup,6,1,0,2009-01-28
2116,6,44,,,International Friendly,44,0,1,2011-01-04
2117,6,44,1844,,International Friendly,,2,2,2014-11-02
2118,6,44,1844,,FIFA World Cup,44,0,1,2015-09-03
2119,6,45,21,,International Friendly,45,1,4,1977-02-18
2120,6,45,21,,International Friendly,,1,1,1977-02-20
2121,45,6,417,,Presidents Cup,,1,1,1977-09-06
2122,45,6,1070,,Presidents Cup,45,3,1,1978-09-13
2123,6,45,2439,,Asian Games,45,1,5,1978-12-11
2124,45,6,417,,Presidents Cup,45,5,1,1979-09-14
2125,45,6,417,,Presidents Cup,45,1,0,1980-08-23
2126,45,6,417,,Presidents Cup,45,5,0,1980-08-29
2127,45,6,417,,Presidents Cup,45,3,0,1982-06-11
2128,45,6,21,,International Friendly,45,5,1,1985-03-07
2129,45,6,417,,Presidents Cup,45,4,2,1985-06-01
2130,45,6,1685,,Presidents Cup,45,3,0,1985-06-08
2131,45,6,919,,Asian Games,,0,0,1986-09-24
2132,6,45,1643,,AFC Asian Cup,6,2,0,1988-06-17
2133,45,6,538,,FIFA World Cup,,0,0,1993-05-09
2134,45,6,1573,,FIFA World Cup,45,3,0,1993-06-13
2135,45,6,2423,,Asian Games,45,1,0,2002-10-08
2136,6,45,,,International Friendly,,2,2,2009-02-04
2137,45,6,,,AFC Asian Cup,45,2,1,2011-01-10
2138,6,48,21,,International Friendly,48,0,1,1974-03-01
2139,48,6,,,International Friendly,48,4,0,2012-06-23
2140,49,6,417,,Presidents Cup,49,8,1,1982-06-07
2141,6,50,21,,International Friendly,50,0,2,1979-10-03
2142,6,50,21,,International Friendly,50,1,2,1979-10-08
2143,6,52,423,,Gulf Cup,6,4,0,1974-03-16
2144,52,6,1233,,Gulf Cup,6,0,1,1976-04-02
2145,6,52,2403,,Gulf Cup,6,3,1,1979-03-30
2146,52,6,2400,,Gulf Cup,,0,0,1982-03-25
2147,52,6,2157,,Gulf Cup,6,0,1,1984-03-09
2148,6,52,1844,,Gulf Cup,,0,0,1986-04-02
2149,6,52,21,,International Friendly,52,2,3,1986-08-12
2150,6,52,21,,International Friendly,6,2,0,1986-08-14
2151,52,6,1310,,International Friendly,52,1,0,1986-08-24
2152,52,6,1310,,International Friendly,6,1,2,1986-08-26
2153,6,52,409,,Gulf Cup,6,2,0,1988-03-07
2154,6,52,2131,,Gulf Cup,,0,0,1990-03-01
2155,6,52,1125,,Gulf Cup,6,3,0,1992-12-07
2156,52,6,2400,,Gulf Cup,,1,1,1994-11-06
2157,52,6,2157,,International Friendly,52,3,0,1996-05-03
2158,52,6,2363,,Gulf Cup,,1,1,1996-10-28
2159,6,52,21,,International Friendly,6,1,0,1997-03-06
2160,6,52,21,,Gulf Cup,,2,2,1998-11-12
2161,6,52,,,International Friendly,,0,0,2001-04-16
2162,6,52,664,,Gulf Cup,,1,1,2002-01-29
2163,52,6,423,,Gulf Cup,6,0,1,2004-01-03
2164,52,6,,,International Friendly,,1,1,2006-11-08
2165,52,6,,,Gulf Cup,52,1,0,2007-01-27
2166,6,52,507,,FIFA World Cup,,1,1,2008-06-14
2167,52,6,,,Gulf Cup,52,2,0,2009-01-10
2168,6,52,,,International Friendly,6,2,0,2010-09-26
2169,52,6,,,Gulf Cup,,1,1,2010-11-23
2170,52,6,,,International Friendly,52,1,0,2012-12-20
2171,6,52,,,Gulf Cup,,0,0,2013-01-05
2172,52,6,,,International Friendly,,0,0,2013-12-25
2173,6,53,641,,Asian Games,6,5,0,2002-10-05
2174,6,53,,,International Friendly,6,1,0,2004-09-02
2175,6,53,,,International Friendly,53,0,2,2006-02-16
2176,6,53,,,International Friendly,53,0,1,2011-12-06
2177,6,53,,,International Friendly,6,3,1,2011-12-20
2178,53,6,,,International Friendly,6,0,2,2012-11-29
2179,6,54,,,International Friendly,6,5,0,2005-10-27
2180,6,61,1844,,Gulf Cup,,0,0,1970-02-28
2181,61,6,664,,Gulf Cup,61,2,1,1972-03-28
2182,61,6,423,,Gulf Cup,61,4,0,1974-03-21
2183,61,6,1233,,Gulf Cup,6,1,2,1976-04-08
2184,6,61,2403,,Gulf Cup,,1,1,1979-04-02
2185,61,6,1758,,FIFA World Cup,61,1,0,1981-03-28
2186,6,61,2400,,Gulf Cup,,0,0,1982-04-02
2187,61,6,2157,,Gulf Cup,61,2,0,1984-03-26
2188,6,61,1844,,Gulf Cup,6,2,1,1986-03-25
2189,61,6,409,,Gulf Cup,61,1,0,1988-03-09
2190,61,6,1233,,AFC Asian Cup,,1,1,1988-12-09
2191,61,6,1125,,Gulf Cup,6,1,2,1992-11-28
2192,61,6,2400,,Gulf Cup,61,3,1,1994-11-10
2193,61,6,2157,,Gulf Cup,61,3,1,1996-10-21
2194,6,61,21,,Gulf Cup,,1,1,1998-11-02
2195,61,6,1342,,FIFA World Cup,,1,1,2001-08-17
2196,6,61,507,,FIFA World Cup,61,0,4,2001-09-21
2197,61,6,664,,Gulf Cup,61,3,1,2002-01-20
2198,61,6,423,,Arab Cup,61,2,1,2002-12-17
2199,61,6,423,,Arab Cup,61,1,0,2002-12-30
2200,6,61,423,,Gulf Cup,61,0,1,2004-01-01
2201,61,6,664,,International Friendly,,1,1,2005-05-27
2202,61,6,,,International Friendly,61,1,0,2006-08-09
2203,61,6,,,Gulf Cup,61,2,1,2007-01-18
2204,61,6,80,,AFC Asian Cup,61,4,0,2007-07-18
2205,61,6,,,International Friendly,61,4,0,2008-11-12
2206,6,61,,,International Friendly,6,1,0,2008-12-23
2207,6,61,,,International Friendly,61,0,1,2010-12-31
2208,6,61,,,International Friendly,6,1,0,2012-12-15
2209,61,6,409,,Gulf Cup,61,3,0,2014-11-16
2210,6,61,,,International Friendly,6,4,1,2014-12-30
2211,6,64,1365,,Merdeka Tournament,6,2,0,2001-06-25
2212,6,67,21,,Unofficial Sweden,67,0,3,1979-02-25
2213,6,67,,,International Friendly,67,0,2,2012-01-18
2214,6,70,1844,,International Friendly,70,0,3,1981-03-05
2215,6,70,21,,International Friendly,6,1,0,1988-02-19
2216,6,73,664,,Gulf Cup,6,2,0,1972-03-25
2217,73,6,423,,Gulf Cup,73,4,0,1974-03-18
2218,6,73,1233,,Gulf Cup,6,3,2,1976-03-27
2219,6,73,2403,,Gulf Cup,6,3,0,1979-03-27
2220,73,6,2400,,Gulf Cup,6,2,3,1982-03-27
2221,73,6,2157,,Gulf Cup,,1,1,1984-03-18
2222,6,73,1844,,Gulf Cup,73,1,2,1986-04-05
2223,73,6,409,,Gulf Cup,73,2,0,1988-03-03
2224,73,6,,,AFC Asian Cup,73,3,1,1992-07-31
2225,6,73,1125,,Gulf Cup,73,0,2,1992-12-04
2226,73,6,2400,,Gulf Cup,,0,0,1994-11-12
2227,73,6,2157,,Gulf Cup,,1,1,1996-10-18
2228,6,73,21,,FIFA World Cup,73,1,2,1997-04-11
2229,73,6,2265,,FIFA World Cup,73,3,0,1997-04-22
2230,6,73,21,,Gulf Cup,73,0,1,1998-10-30
2231,73,6,664,,Gulf Cup,6,1,2,2002-01-27
2232,73,6,2400,,International Friendly,6,1,4,2003-09-27
2233,73,6,423,,Gulf Cup,6,1,3,2004-01-07
2234,73,6,,,International Friendly,6,2,3,2004-05-31
2235,73,6,,,International Friendly,,2,2,2007-06-27
2236,73,6,,,International Friendly,6,2,3,2008-08-29
2237,73,6,,,Gulf Cup,73,3,1,2010-11-29
2238,6,73,,,Gulf Cup,73,1,2,2013-01-08
2239,6,73,1241,,AFC Asian Cup,73,1,2,2015-01-15
2240,76,6,1896,,Sahara Cup,76,5,0,2001-01-10
2241,76,6,1365,,Merdeka Tournament,76,2,0,2001-06-28
2242,76,6,641,,Asian Games,6,0,3,2002-09-28
2243,76,6,581,,AFC Asian Cup,,2,2,2004-07-30
2244,6,76,,,International Friendly,,1,1,2010-12-25
2245,7,5,836,,International Friendly,7,1,0,1978-03-22
2246,9,7,2059,,UEFA European Championship,,1,1,2014-10-13
2247,10,7,2154,,International Friendly,10,5,0,1965-06-02
2248,10,7,1874,,FIFA World Cup,10,2,0,2002-06-17
2249,11,7,131,,International Friendly,11,4,1,1960-05-22
2250,7,11,1376,,International Friendly,7,4,0,1961-12-24
2251,11,7,69,,FIFA World Cup,11,3,0,1965-09-26
2252,7,11,295,,FIFA World Cup,7,5,0,1965-10-27
2253,11,7,2451,,FIFA World Cup,11,2,1,1965-12-29
2254,7,11,1376,,International Friendly,7,2,0,1986-04-23
2255,7,11,1376,,UEFA European Championship,,1,1,1986-11-19
2256,11,7,131,,UEFA European Championship,11,2,0,1987-09-23
2257,7,11,1376,,International Friendly,7,2,1,2010-05-19
2258,13,7,122,,International Friendly,7,0,2,1989-06-09
2259,7,16,1376,,International Friendly,7,2,0,1998-06-03
2260,7,16,1376,,International Friendly,16,0,2,2013-11-14
2261,7,17,2186,,International Friendly,7,1,0,2002-05-26
2262,7,19,2125,,International Friendly,19,2,3,1927-01-02
2263,19,7,1246,,International Friendly,19,4,0,1927-05-26
2264,7,19,1376,,International Friendly,19,1,3,1955-06-05
2265,19,7,819,,International Friendly,19,5,2,1955-09-25
2266,19,7,424,,FIFA World Cup,,0,0,1988-11-16
2267,7,19,1376,,FIFA World Cup,7,2,1,1989-04-29
2268,7,20,,,International Friendly,,0,0,1922-04-15
2269,20,7,1072,,International Friendly,20,2,1,1924-10-05
2270,20,7,1072,,International Friendly,7,3,4,1932-06-05
2271,7,20,1376,,International Friendly,,2,2,1933-11-26
2272,7,20,1975,,UEFA European Championship,7,2,0,1970-11-25
2273,20,7,1072,,UEFA European Championship,7,1,2,1971-05-26
2274,20,7,1072,,International Friendly,20,1,0,1982-05-27
2275,7,20,656,,UEFA European Championship,20,2,3,1984-06-19
2276,20,7,2034,,International Friendly,20,3,1,1988-06-05
2277,20,7,1072,,International Friendly,,2,2,2000-06-03
2278,7,22,2125,,International Friendly,22,0,1,1999-03-30
2279,7,23,541,,FIFA World Cup,7,3,0,1970-06-03
2280,7,23,1092,,FIFA World Cup,7,1,0,1982-06-19
2281,7,24,1783,,A v Amateur,24,2,8,1908-04-18
2282,24,7,2388,,Amateur v A,24,11,2,1909-04-17
2283,7,24,1783,,A v Amateur,,2,2,1910-03-26
2284,24,7,81,,Amateur v A,24,4,0,1911-03-04
2285,7,24,1783,,A v Amateur,24,1,2,1912-04-08
2286,24,7,654,,Amateur v A,24,4,0,1912-11-09
2287,7,24,1783,,A v Amateur,24,1,8,1914-02-24
2288,7,24,1783,,A v Amateur,7,3,1,1920-02-17
2289,7,24,2258,,International Friendly,24,0,2,1921-05-21
2290,24,7,1400,,International Friendly,24,6,1,1923-03-19
2291,7,24,2258,,A v Amateur,7,3,0,1923-05-05
2292,7,24,216,,International Friendly,,2,2,1923-11-01
2293,24,7,590,,International Friendly,24,4,0,1924-12-08
2294,7,24,2141,,International Friendly,24,3,5,1926-05-24
2295,7,24,2258,,International Friendly,24,1,9,1927-05-11
2296,7,24,2141,,International Friendly,24,1,3,1928-05-19
2297,7,24,1554,,International Friendly,24,1,5,1929-05-11
2298,7,24,1376,,International Friendly,7,3,2,1936-05-09
2299,7,24,1376,,International Friendly,24,2,5,1947-09-21
2300,7,24,1376,,International Friendly,24,1,4,1950-05-18
2301,24,7,1240,,International Friendly,24,5,0,1952-11-26
2302,24,7,771,,FIFA World Cup,,4,4,1954-06-17
2303,24,7,1240,,International Friendly,,2,2,1964-10-21
2304,7,24,295,,International Friendly,24,1,3,1970-02-25
2305,7,24,103,,UEFA European Championship,,1,1,1980-06-12
2306,24,7,1930,,FIFA World Cup,24,1,0,1990-06-27
2307,7,24,1261,,King Hassan II Cup,,0,0,1998-05-29
2308,24,7,1830,,International Friendly,24,2,1,1999-10-10
2309,26,7,2006,,FIFA World Cup,7,2,4,1953-05-25
2310,7,26,1376,,FIFA World Cup,,2,2,1953-09-23
2311,26,7,2006,,FIFA World Cup,7,1,2,1968-06-19
2312,7,26,1531,,FIFA World Cup,7,6,1,1968-10-09
2313,26,7,1934,,UEFA European Championship,26,2,0,2007-06-06
2314,7,27,612,,International Friendly,,3,3,1904-05-01
2315,7,27,612,,International Friendly,7,7,0,1905-05-07
2316,27,7,1883,,International Friendly,7,0,5,1906-04-22
2317,7,27,612,,International Friendly,27,1,2,1907-04-21
2318,27,7,1079,,International Friendly,7,1,2,1908-04-12
2319,7,27,612,,International Friendly,7,5,2,1909-05-09
2320,27,7,1267,,International Friendly,7,0,4,1910-04-03
2321,7,27,1554,,International Friendly,7,7,1,1911-04-30
2322,27,7,2102,,International Friendly,,1,1,1912-01-28
2323,7,27,612,,International Friendly,7,3,0,1913-02-16
2324,27,7,83,,International Friendly,27,4,3,1914-01-25
2325,7,27,612,,International Friendly,,2,2,1919-03-09
2326,27,7,910,,International Friendly,27,2,1,1920-03-28
2327,7,27,1554,,International Friendly,7,3,1,1921-03-06
2328,7,27,1554,,International Friendly,7,4,1,1923-02-25
2329,7,27,2258,,International Friendly,7,3,0,1924-11-11
2330,27,7,2330,,International Friendly,27,4,3,1926-04-11
2331,7,27,2258,,International Friendly,,2,2,1926-06-20
2332,27,7,1079,,International Friendly,7,2,3,1928-04-15
2333,7,27,,,International Friendly,7,4,1,1929-05-26
2334,27,7,1079,,International Friendly,7,1,6,1930-04-13
2335,27,7,1013,,International Friendly,,2,2,1930-12-07
2336,7,27,1376,,International Friendly,7,5,2,1932-05-01
2337,27,7,1079,,International Friendly,27,3,0,1933-03-26
2338,7,27,1376,,International Friendly,27,2,3,1934-01-21
2339,27,7,1079,,International Friendly,27,3,0,1936-03-08
2340,7,27,1376,,International Friendly,7,3,1,1937-02-21
2341,27,7,910,,International Friendly,27,5,3,1938-01-30
2342,27,7,1079,,FIFA World Cup,27,3,1,1938-06-05
2343,7,27,1376,,International Friendly,27,1,3,1939-05-18
2344,27,7,910,,International Friendly,27,3,1,1944-12-24
2345,7,27,2258,,International Friendly,7,2,1,1945-12-15
2346,27,7,1079,,International Friendly,27,4,2,1947-06-01
2347,7,27,1376,,International Friendly,7,4,2,1948-06-06
2348,27,7,1079,,International Friendly,,3,3,1948-10-17
2349,7,27,1376,,International Friendly,7,4,1,1950-06-04
2350,27,7,1079,,International Friendly,,3,3,1950-11-01
2351,7,27,1376,,International Friendly,27,1,2,1952-05-22
2352,27,7,1079,,International Friendly,7,0,1,1952-12-25
2353,7,27,1376,,International Friendly,,3,3,1954-05-30
2354,27,7,1079,,International Friendly,,2,2,1954-11-11
2355,7,27,1376,,International Friendly,7,2,1,1955-12-25
2356,27,7,1079,,FIFA World Cup,27,6,3,1956-11-11
2357,27,7,1079,,International Friendly,,2,2,1959-03-01
2358,7,27,1376,,International Friendly,7,1,0,1960-02-28
2359,27,7,1079,,International Friendly,,1,1,1961-03-15
2360,7,27,1376,,International Friendly,7,3,0,1961-10-18
2361,27,7,910,,International Friendly,7,1,2,1963-12-25
2362,7,27,1376,,International Friendly,7,3,0,1964-12-02
2363,27,7,910,,International Friendly,7,0,3,1966-04-20
2364,7,27,1376,,UEFA European Championship,7,2,1,1966-11-11
2365,27,7,1677,,UEFA European Championship,,1,1,1967-10-28
2366,7,27,1376,,International Friendly,27,1,2,1970-11-15
2367,7,27,1376,,UEFA European Championship,7,2,1,1974-10-12
2368,27,7,910,,UEFA European Championship,,0,0,1975-11-15
2369,7,27,1376,,FIFA World Cup,7,2,0,1981-09-09
2370,27,7,68,,Luxembourg 75th Anniversary,,1,1,1983-05-31
2371,27,7,934,,UEFA European Championship,27,5,0,1984-06-16
2372,7,27,482,,FIFA World Cup,27,2,4,1986-06-28
2373,27,7,834,,International Friendly,7,3,4,2015-06-07
2374,28,7,1609,,International Friendly,7,0,3,1910-05-16
2375,7,28,2125,,International Friendly,7,2,1,1911-04-23
2376,7,28,2141,,International Friendly,7,6,2,1913-11-23
2377,28,7,1609,,International Friendly,28,8,1,1933-10-22
2378,7,28,1376,,International Friendly,28,1,6,1935-04-28
2379,28,7,1868,,International Friendly,28,1,0,1937-04-25
2380,7,28,1376,,International Friendly,28,1,4,1939-01-29
2381,7,28,1376,,International Friendly,7,2,0,1954-09-26
2382,28,7,9,,International Friendly,28,4,1,1956-12-23
2383,7,28,1376,,International Friendly,28,0,2,1958-03-02
2384,28,7,1361,,International Friendly,28,1,0,1961-03-08
2385,7,28,1376,,International Friendly,28,1,3,1968-03-06
2386,7,28,216,,UEFA European Championship,28,1,2,1972-06-14
2387,7,28,803,,UEFA European Championship,28,1,2,1980-06-21
2388,28,7,2008,,International Friendly,,0,0,1982-09-22
2389,7,28,1376,,International Friendly,28,0,1,1984-02-29
2390,7,28,295,,UEFA European Championship,28,0,1,1991-11-20
2391,28,7,955,,FIFA World Cup,28,3,2,1994-07-02
2392,7,28,1376,,International Friendly,28,1,2,1995-08-23
2393,30,7,1511,,FIFA World Cup,,0,0,1984-12-19
2394,30,7,728,,Cyprus Tournament,30,1,0,1999-02-05
2395,35,7,168,,International Friendly,7,1,3,1925-05-21
2396,7,35,2258,,International Friendly,35,0,2,1926-02-14
2397,7,35,1376,,International Friendly,7,5,4,1956-06-03
2398,35,7,1955,,International Friendly,35,3,1,1958-11-23
2399,7,35,2125,,UEFA European Championship,7,2,1,1972-06-17
2400,7,35,1092,,FIFA World Cup,,1,1,1982-06-22
2401,7,35,1376,,International Friendly,,2,2,1984-06-06
2402,35,7,1928,,UEFA European Championship,7,0,4,2016-06-26
2403,36,7,1882,,FIFA World Cup,7,2,5,1957-09-04
2404,7,36,2125,,FIFA World Cup,7,4,0,1972-05-18
2405,7,36,1975,,FIFA World Cup,7,4,0,1972-05-22
2406,36,7,1882,,UEFA European Championship,7,0,2,1974-09-08
2407,7,36,2125,,UEFA European Championship,7,1,0,1975-09-06
2408,36,7,1882,,FIFA World Cup,7,0,1,1976-09-05
2409,7,36,1376,,FIFA World Cup,7,4,0,1977-09-03
2410,7,36,1376,,International Friendly,7,3,1,2014-11-12
2411,7,38,1639,,FIFA World Cup,7,2,1,1986-06-08
2412,7,39,1376,,FIFA World Cup,7,1,0,1965-05-09
2413,39,7,1161,,FIFA World Cup,7,0,5,1965-11-10
2414,39,7,857,,International Friendly,7,0,2,1968-01-10
2415,39,7,1161,,International Friendly,7,2,3,1988-01-19
2416,40,7,2397,,International Friendly,40,1,0,1913-05-01
2417,40,7,2153,,International Friendly,40,4,2,1922-05-21
2418,40,7,188,,International Friendly,40,6,1,1938-05-15
2419,40,7,859,,International Friendly,40,3,1,1950-03-05
2420,7,40,1376,,International Friendly,7,2,0,1952-02-24
2421,40,7,1938,,FIFA World Cup,40,4,1,1954-06-20
2422,40,7,669,,International Friendly,40,1,0,1955-01-16
2423,7,40,1376,,International Friendly,40,1,3,1962-05-13
2424,40,7,188,,UEFA European Championship,,0,0,1972-04-29
2425,7,40,295,,UEFA European Championship,7,2,1,1972-05-13
2426,40,7,803,,International Friendly,40,2,1,1977-01-26
2427,7,40,2125,,International Friendly,40,0,1,1977-12-21
2428,40,7,855,,International Friendly,,0,0,1991-02-12
2429,40,7,1733,,International Friendly,7,1,3,1999-11-13
2430,7,40,1376,,UEFA European Championship,40,0,2,2000-06-14
2431,40,7,2341,,International Friendly,40,3,1,2008-05-30
2432,7,40,704,,UEFA European Championship,40,0,2,2016-06-13
2433,43,7,2100,,Kirin Cup,,0,0,1999-06-03
2434,43,7,35,,FIFA World Cup,,2,2,2002-06-04
2435,43,7,389,,International Friendly,43,4,0,2009-05-31
2436,7,45,54,,FIFA World Cup,7,2,0,1990-06-12
2437,7,45,910,,FIFA World Cup,,1,1,1998-06-25
2438,45,7,485,,FIFA World Cup,7,0,1,2014-06-26
2439,7,47,1376,,International Friendly,7,2,0,1969-04-16
2440,47,7,541,,FIFA World Cup,47,1,0,1970-06-11
2441,7,47,1376,,International Friendly,7,3,0,1990-06-02
2442,7,47,2309,,FIFA World Cup,,2,2,1998-06-20
2443,7,48,1810,,FIFA World Cup,7,1,0,1994-06-19
2444,7,49,2141,,International Friendly,49,1,4,1905-04-30
2445,49,7,717,,International Friendly,49,4,0,1905-05-14
2446,7,49,2141,,International Friendly,7,5,0,1906-04-29
2447,49,7,717,,International Friendly,7,2,3,1906-05-13
2448,7,49,2141,,International Friendly,49,1,3,1907-04-14
2449,49,7,1406,,International Friendly,7,1,2,1907-05-09
2450,7,49,2141,,International Friendly,49,1,4,1908-03-29
2451,49,7,717,,International Friendly,49,3,1,1908-04-26
